,carat,cut,cut_ord,color,clarity,clarity_ord,price,predicted_price,pred_price_modified
428,1.21,Very Good,3,G,VVS2,6,9942,8109.03,8109.03
429,0.33,Very Good,3,G,VVS1,7,795,1159.59,1159.59
430,0.35,Ideal,5,J,VS1,4,478,282.05,282.05
431,1.19,Good,2,J,VS1,4,4931,6874.67,6874.67
432,1.25,Premium,4,H,VS1,4,8099,7695.65,7695.65
433,1.07,Premium,4,D,SI1,3,5704,5727.31,5727.31
434,0.75,Very Good,3,D,SI1,3,3048,2877.05,2877.05
435,1.51,Ideal,5,G,SI2,2,8794,9133.13,9133.13
436,2.3,Ideal,5,G,SI2,2,14744,15779.4,15779.4
437,0.72,Premium,4,F,SI1,3,2670,2782.76,2782.76
438,0.35,Premium,4,D,VS2,5,829,577.95,577.95
439,0.34,Good,2,H,VS2,5,689,177.62,177.62
440,1.01,Fair,1,G,VS2,5,4072,5656.23,5656.23
441,0.9,Very Good,3,D,SI2,2,3706,3685,3685
442,1,Good,2,D,SI2,2,4218,4368.2,4368.2
443,0.81,Ideal,5,E,VS2,5,4314,4606.03,4606.03
444,1.13,Ideal,5,H,SI1,3,5050,6390.19,6390.19
445,0.3,Ideal,5,D,VS2,5,616,315.4,315.4
446,0.31,Ideal,5,G,VVS1,7,1046,1307.53,1307.53
447,0.3,Very Good,3,H,VS1,4,675,-454.8,0
448,1.23,Premium,4,I,SI2,2,4773,6619.39,6619.39
449,2.16,Premium,4,J,VVS1,7,17891,16713.48,16713.48
450,1.11,Ideal,5,I,SI1,3,4709,6221.93,6221.93
451,0.54,Premium,4,D,VS1,4,1847,1722.42,1722.42
452,1.02,Premium,4,D,VS2,5,6909,6214.66,6214.66
453,1.51,Premium,4,I,SI2,2,7577,8975.03,8975.03
454,0.73,Ideal,5,D,SI1,3,3195,3024.99,3024.99
455,1.03,Premium,4,I,VS1,4,5012,5844.79,5844.79
456,1.07,Very Good,3,F,VS1,4,7513,6023.21,6023.21
457,0.34,Ideal,5,D,SI1,3,626,-256.08,0
458,0.5,Fair,1,G,VS1,4,1234,911.6,911.6
459,1.03,Good,2,J,I1,1,2220,4166.59,4166.59
460,0.4,Good,2,F,IF,8,1404,2044.4,2044.4
461,0.7,Premium,4,E,VS2,5,2818,3522.5,3522.5
462,1.52,Premium,4,J,VS1,4,8110,9967.16,9967.16
463,2.02,Premium,4,F,SI2,2,13267,13265.66,13265.66
464,0.4,Good,2,D,SI2,2,622,-679.6,0
465,0.79,Ideal,5,E,VS2,5,3861,4437.77,4437.77
466,0.47,Premium,4,H,VS1,4,1244,1133.51,1133.51
467,0.33,Premium,4,E,SI2,2,463,-952.31,0
468,1.21,Very Good,3,I,SI1,3,4404,6747.03,6747.03
469,0.51,Very Good,3,F,VS2,5,1601,1765.93,1765.93
470,1.01,Ideal,5,G,SI2,2,4803,4926.63,4926.63
471,0.77,Ideal,5,E,SI2,2,2519,2907.51,2907.51
472,1.01,Fair,1,E,VS2,5,4525,5656.23,5656.23
473,0.62,Very Good,3,H,VS2,5,1734,2691.36,2691.36
474,0.31,Ideal,5,I,VS2,5,421,399.53,399.53
475,2.04,Very Good,3,H,SI2,2,13790,13275.82,13275.82
476,0.41,Premium,4,E,SI1,3,705,174.73,174.73
477,1.26,Premium,4,F,VS1,4,10669,7779.78,7779.78
478,0.36,Ideal,5,D,VVS2,6,1033,1274.18,1274.18
479,0.71,Premium,4,G,VS2,5,2694,3606.63,3606.63
480,0.42,Ideal,5,G,SI1,3,882,416.96,416.96
481,0.31,Premium,4,H,VVS1,7,707,1149.43,1149.43
482,1,Premium,4,G,VS2,5,6048,6046.4,6046.4
483,0.31,Ideal,5,E,VS1,4,682,-54.47,0
484,1.01,Premium,4,E,VS2,5,6843,6130.53,6130.53
485,0.71,Good,2,F,SI1,3,2396,2382.43,2382.43
486,1.02,Very Good,3,E,VS1,4,7779,5602.56,5602.56
487,0.73,Ideal,5,E,SI2,2,2581,2570.99,2570.99
488,0.4,Very Good,3,D,VS2,5,982,840.5,840.5
489,0.5,Fair,1,D,SI1,3,1323,457.6,457.6
490,1.28,Premium,4,I,VS2,5,6451,8402.04,8402.04
491,0.91,Good,2,F,SI2,2,3539,3611.03,3611.03
492,1.21,Very Good,3,I,VS1,4,5866,7201.03,7201.03
493,0.24,Very Good,3,I,VVS1,7,336,402.42,402.42
494,0.38,Very Good,3,D,VS1,4,995,218.24,218.24
495,0.9,Very Good,3,G,VS1,4,4358,4593,4593
496,0.8,Very Good,3,E,VS2,5,4263,4205.7,4205.7
497,0.28,Very Good,3,F,VS1,4,487,-623.06,0
498,1.02,Ideal,5,G,VS2,5,6333,6372.76,6372.76
499,0.51,Premium,4,F,VS1,4,1836,1470.03,1470.03
500,0.72,Fair,1,E,VS2,5,2691,3216.46,3216.46
501,0.9,Premium,4,G,VS2,5,4022,5205.1,5205.1
502,1.22,Ideal,5,G,VS1,4,8313,7601.36,7601.36
503,0.4,Ideal,5,H,VS2,5,926,1156.7,1156.7
504,0.8,Premium,4,F,SI2,2,2371,3001.8,3001.8
505,0.71,Ideal,5,E,VS2,5,3247,3764.73,3764.73
506,0.7,Good,2,I,VVS2,6,2394,3660.3,3660.3
507,1.11,Very Good,3,H,VS2,5,5450,6813.73,6813.73
508,0.7,Very Good,3,D,SI2,2,2337,2002.4,2002.4
509,0.42,Very Good,3,D,SI1,3,756,100.76,100.76
510,0.36,Ideal,5,G,VS1,4,949,366.18,366.18
511,0.38,Very Good,3,F,VS1,4,988,218.24,218.24
512,1.02,Premium,4,F,VS1,4,7389,5760.66,5760.66
513,0.5,Ideal,5,D,VS1,4,2025,1544,1544
514,1.07,Ideal,5,F,VS2,5,8640,6793.41,6793.41
515,1.52,Premium,4,I,SI1,3,8631,9513.16,9513.16
516,0.7,Very Good,3,E,SI1,3,2575,2456.4,2456.4
517,1,Fair,1,D,SI1,3,5096,4664.1,4664.1
518,1.71,Very Good,3,F,VS2,5,17052,11861.53,11861.53
519,0.51,Premium,4,G,VS2,5,1343,1924.03,1924.03
520,0.3,Premium,4,F,VVS2,6,882,611.3,611.3
521,0.6,Premium,4,E,SI1,3,1625,1773.2,1773.2
522,1,Premium,4,D,VS2,5,6303,6046.4,6046.4
523,0.9,Premium,4,I,VS2,5,3398,5205.1,5205.1
524,0.7,Ideal,5,F,SI2,2,2171,2318.6,2318.6
525,0.52,Good,2,F,SI1,3,1244,783.96,783.96
526,1.23,Good,2,D,I1,1,3977,5849.19,5849.19
527,1.01,Good,2,G,SI2,2,4185,4452.33,4452.33
528,0.52,Ideal,5,I,VVS1,7,1454,3074.26,3074.26
529,0.38,Premium,4,H,VVS2,6,1069,1284.34,1284.34
530,2.01,Premium,4,H,SI1,3,16733,13635.53,13635.53
531,0.81,Fair,1,F,SI2,2,2031,2611.63,2611.63
532,0.55,Ideal,5,D,VS2,5,1768,2418.65,2418.65
533,0.36,Premium,4,J,SI1,3,410,-245.92,0
534,1.51,Very Good,3,I,SI1,3,8637,9270.93,9270.93
535,0.43,Very Good,3,E,VS1,4,890,638.89,638.89
536,2.5,Fair,1,G,I1,1,7854,16375.6,16375.6
537,1.5,Very Good,3,G,VVS2,6,12798,10548.8,10548.8
538,1.51,Ideal,5,G,VS2,5,10553,10495.13,10495.13
539,0.34,Good,2,E,SI1,3,641,-730.38,0
540,0.79,Premium,4,H,SI1,3,2275,3371.67,3371.67
541,1.07,Ideal,5,G,VS2,5,6040,6793.41,6793.41
542,1.05,Premium,4,F,SI2,2,4363,5105.05,5105.05
543,0.59,Very Good,3,H,SI2,2,1254,1076.97,1076.97
544,0.72,Premium,4,E,VS2,5,3078,3690.76,3690.76
545,0.93,Ideal,5,F,SI2,2,3941,4253.59,4253.59
546,0.71,Ideal,5,D,VS2,5,4029,3764.73,3764.73
547,0.3,Very Good,3,G,VVS2,6,684,453.2,453.2
548,0.58,Ideal,5,G,VS2,5,1641,2671.04,2671.04
549,0.74,Ideal,5,I,VS1,4,2631,3563.12,3563.12
550,0.56,Ideal,5,H,SI1,3,1270,1594.78,1594.78
551,0.4,Ideal,5,F,SI2,2,677,-205.3,0
552,0.96,Fair,1,H,I1,1,1705,3419.58,3419.58
553,0.32,Ideal,5,G,VS1,4,828,29.66,29.66
554,0.34,Ideal,5,H,VS1,4,615,197.92,197.92
555,0.45,Ideal,5,J,VS2,5,672,1577.35,1577.35
556,1.01,Premium,4,H,SI2,2,4242,4768.53,4768.53
557,1.5,Premium,4,F,VS2,5,14486,10252.9,10252.9
558,0.35,Ideal,5,H,IF,8,984,2098.05,2098.05
559,1.5,Good,2,J,VVS2,6,8276,10390.7,10390.7
560,0.41,Ideal,5,E,SI2,2,818,-121.17,0
561,1.24,Premium,4,D,VS2,5,9738,8065.52,8065.52
562,0.71,Ideal,5,J,SI1,3,1713,2856.73,2856.73
563,0.4,Ideal,5,F,VVS1,7,1128,2064.7,2064.7
564,0.26,Ideal,5,H,VS1,4,482,-475.12,0
565,0.29,Very Good,3,G,VS2,5,471,-84.93,0
566,1.28,Premium,4,H,SI1,3,6595,7494.04,7494.04
567,2.3,Ideal,5,I,SI2,2,16181,15779.4,15779.4
568,1.04,Very Good,3,I,SI1,3,4190,5316.82,5316.82
569,0.5,Ideal,5,I,SI1,3,982,1090,1090
570,1.39,Ideal,5,F,SI2,2,5021,8123.57,8123.57
571,0.51,Ideal,5,E,SI1,3,1546,1174.13,1174.13
572,0.36,Ideal,5,F,VS1,4,789,366.18,366.18
573,0.31,Premium,4,D,SI1,3,732,-666.57,0
574,0.31,Ideal,5,G,VVS1,7,789,1307.53,1307.53
575,1,Very Good,3,F,SI2,2,4255,4526.3,4526.3
576,1.01,Premium,4,E,SI1,3,5599,5222.53,5222.53
577,0.9,Very Good,3,F,SI1,3,4119,4139,4139
578,1.02,Good,2,H,SI2,2,3427,4536.46,4536.46
579,1.01,Premium,4,H,SI2,2,4242,4768.53,4768.53
580,1.51,Good,2,H,VS1,4,10819,9566.83,9566.83
581,0.41,Good,2,I,VVS2,6,827,1220.53,1220.53
582,0.42,Ideal,5,F,VVS2,6,1221,1778.96,1778.96
583,1.21,Premium,4,J,VVS2,6,5431,8267.13,8267.13
584,0.25,Very Good,3,F,VVS2,6,575,32.55,32.55
585,0.5,Fair,1,G,I1,1,701,-450.4,0
586,1.3,Ideal,5,F,VVS2,6,12734,9182.4,9182.4
587,0.39,Ideal,5,I,VVS2,6,849,1526.57,1526.57
588,0.4,Ideal,5,F,VS2,5,842,1156.7,1156.7
589,0.57,Premium,4,D,SI2,2,1012,1066.81,1066.81
590,1.2,Premium,4,E,SI2,2,5268,6367,6367
591,0.5,Fair,1,H,VS2,5,1122,1365.6,1365.6
592,0.71,Very Good,3,I,VVS2,6,2586,3902.53,3902.53
593,0.54,Ideal,5,E,VS2,5,1695,2334.52,2334.52
594,2.25,Very Good,3,H,SI2,2,14775,15042.55,15042.55
595,0.73,Very Good,3,F,VS2,5,2503,3616.79,3616.79
596,0.4,Premium,4,G,VS1,4,1125,544.6,544.6
597,1.51,Premium,4,G,VS2,5,16091,10337.03,10337.03
598,0.41,Very Good,3,D,VS2,5,1007,924.63,924.63
599,2.02,Ideal,5,G,VS2,5,18077,14785.76,14785.76
600,0.9,Very Good,3,H,VS2,5,4258,5047,5047
601,0.66,Ideal,5,D,VVS2,6,3103,3798.08,3798.08
602,0.56,Ideal,5,H,VVS1,7,1941,3410.78,3410.78
603,0.38,Ideal,5,E,VS1,4,1133,534.44,534.44
604,2.08,Ideal,5,H,SI2,2,15065,13928.54,13928.54
605,0.35,Ideal,5,E,VS2,5,984,736.05,736.05
606,0.34,Ideal,5,H,VS2,5,689,651.92,651.92
607,0.9,Very Good,3,F,VS2,5,4617,5047,5047
608,2.01,Premium,4,I,SI1,3,11646,13635.53,13635.53
609,1.2,Very Good,3,H,SI2,2,5280,6208.9,6208.9
610,0.4,Good,2,J,VS1,4,589,228.4,228.4
611,1.23,Ideal,5,H,SI2,2,5951,6777.49,6777.49
612,0.57,Ideal,5,F,VVS2,6,2402,3040.91,3040.91
613,1.13,Ideal,5,E,VVS2,6,11387,7752.19,7752.19
614,0.34,Very Good,3,I,SI1,3,459,-572.28,0
615,1.51,Premium,4,J,VS2,5,7357,10337.03,10337.03
616,1.34,Ideal,5,D,SI1,3,8930,8156.92,8156.92
617,0.9,Very Good,3,I,SI2,2,3057,3685,3685
618,1.2,Good,2,D,VS2,5,8521,7412.8,7412.8
619,1.02,Premium,4,H,SI1,3,4558,5306.66,5306.66
620,0.31,Premium,4,H,VS1,4,698,-212.57,0
621,0.38,Ideal,5,G,VVS1,7,973,1896.44,1896.44
622,1.21,Ideal,5,G,VS1,4,8616,7517.23,7517.23
623,0.3,Ideal,5,I,SI1,3,422,-592.6,0
624,0.83,Ideal,5,F,SI1,3,3290,3866.29,3866.29
625,0.32,Premium,4,G,VS1,4,828,-128.44,0
626,0.44,Premium,4,F,VS1,4,1155,881.12,881.12
627,0.52,Very Good,3,J,VS2,5,1141,1850.06,1850.06
628,0.26,Very Good,3,E,VVS1,7,657,570.68,570.68
629,1.5,Very Good,3,H,VS1,4,10584,9640.8,9640.8
630,1.06,Ideal,5,E,VS2,5,7788,6709.28,6709.28
631,0.9,Very Good,3,H,VS1,4,4234,4593,4593
632,0.37,Very Good,3,F,VS2,5,696,588.11,588.11
633,0.3,Very Good,3,H,VS1,4,526,-454.8,0
634,0.36,Ideal,5,F,VVS2,6,828,1274.18,1274.18
635,0.31,Good,2,E,SI1,3,698,-982.77,0
636,0.7,Ideal,5,E,SI1,3,2745,2772.6,2772.6
637,2.02,Premium,4,H,SI2,2,15996,13265.66,13265.66
638,0.45,Very Good,3,G,VVS1,7,1263,2169.15,2169.15
639,0.39,Premium,4,J,VVS1,7,921,1822.47,1822.47
640,1.31,Premium,4,G,VS2,5,8979,8654.43,8654.43
641,1.06,Premium,4,G,VVS2,6,7627,7005.18,7005.18
642,0.5,Ideal,5,D,VVS2,6,2376,2452,2452
643,1.01,Premium,4,G,SI1,3,4338,5222.53,5222.53
644,0.6,Very Good,3,E,SI2,2,1250,1161.1,1161.1
645,0.32,Ideal,5,E,VVS2,6,843,937.66,937.66
646,1.72,Very Good,3,E,SI2,2,11638,10583.66,10583.66
647,0.53,Ideal,5,D,SI1,3,1753,1342.39,1342.39
648,1,Very Good,3,H,SI1,3,4702,4980.3,4980.3
649,1.01,Premium,4,H,SI1,3,4707,5222.53,5222.53
650,0.91,Very Good,3,I,VS2,5,3994,5131.13,5131.13
651,0.57,Very Good,3,I,SI1,3,1180,1362.71,1362.71
652,1.25,Premium,4,H,VS1,4,7560,7695.65,7695.65
653,1.2,Premium,4,G,VVS2,6,9475,8183,8183
654,1.5,Ideal,5,G,VS2,5,13135,10411,10411
655,1.03,Premium,4,G,VS1,4,6659,5844.79,5844.79
656,0.42,Premium,4,E,SI1,3,992,258.86,258.86
657,0.7,Premium,4,H,SI2,2,2184,2160.5,2160.5
658,1.01,Premium,4,D,SI1,3,5543,5222.53,5222.53
659,1,Premium,4,G,VS2,5,6048,6046.4,6046.4
660,0.32,Ideal,5,E,VVS1,7,892,1391.66,1391.66
661,1.07,Ideal,5,F,SI2,2,5405,5431.41,5431.41
662,0.52,Premium,4,G,VS2,5,1577,2008.16,2008.16
663,0.31,Ideal,5,H,SI1,3,464,-508.47,0
664,2.02,Premium,4,I,SI2,2,13117,13265.66,13265.66
665,0.7,Premium,4,D,SI1,3,2782,2614.5,2614.5
666,0.41,Premium,4,G,VVS2,6,1076,1536.73,1536.73
667,1.71,Good,2,E,SI1,3,12224,10795.43,10795.43
668,0.94,Premium,4,E,SI2,2,3758,4179.62,4179.62
669,0.58,Premium,4,E,SI1,3,1949,1604.94,1604.94
670,0.81,Ideal,5,H,SI1,3,3514,3698.03,3698.03
671,0.31,Ideal,5,D,SI1,3,548,-508.47,0
672,2.11,Premium,4,J,SI2,2,12554,14022.83,14022.83
673,1.1,Very Good,3,F,I1,1,3678,4913.6,4913.6
674,1.51,Very Good,3,G,SI2,2,7154,8816.93,8816.93
675,1.01,Ideal,5,F,VVS2,6,8688,6742.63,6742.63
676,0.4,Ideal,5,I,VS2,5,727,1156.7,1156.7
677,0.31,Ideal,5,F,SI1,3,490,-508.47,0
678,1.51,Good,2,I,VS1,4,8975,9566.83,9566.83
679,0.35,Ideal,5,D,SI1,3,827,-171.95,0
680,1.09,Good,2,D,VS1,4,7493,6033.37,6033.37
681,1.01,Very Good,3,D,VVS2,6,10800,6426.43,6426.43
682,0.72,Premium,4,J,VS2,5,1944,3690.76,3690.76
683,1.06,Ideal,5,I,SI2,2,4270,5347.28,5347.28
684,1.04,Fair,1,E,SI2,2,4566,4546.62,4546.62
685,0.31,Ideal,5,H,VS2,5,646,399.53,399.53
686,0.3,Very Good,3,I,VVS1,7,709,907.2,907.2
687,0.3,Very Good,3,H,SI1,3,421,-908.8,0
688,0.41,Ideal,5,F,VS1,4,1007,786.83,786.83
689,0.4,Ideal,5,G,SI1,3,873,248.7,248.7
690,1.52,Very Good,3,J,VS2,5,7109,10263.06,10263.06
691,1.38,Ideal,5,J,SI2,2,5765,8039.44,8039.44
692,0.71,Ideal,5,H,VVS2,6,2594,4218.73,4218.73
693,0.32,Premium,4,G,VS2,5,672,325.56,325.56
694,0.5,Premium,4,E,SI1,3,1410,931.9,931.9
695,0.41,Ideal,5,F,VS2,5,1107,1240.83,1240.83
696,0.52,Ideal,5,E,SI1,3,1555,1258.26,1258.26
697,0.44,Ideal,5,G,VVS1,7,1160,2401.22,2401.22
698,0.53,Good,2,J,VS2,5,1023,1776.09,1776.09
699,0.33,Ideal,5,H,VVS1,7,730,1475.79,1475.79
700,0.54,Ideal,5,E,SI2,2,1340,972.52,972.52
701,1.7,Premium,4,J,SI2,2,7650,10573.5,10573.5
702,1.1,Ideal,5,H,SI1,3,5636,6137.8,6137.8
703,0.54,Premium,4,H,VS1,4,1637,1722.42,1722.42
704,0.4,Ideal,5,I,VVS2,6,758,1610.7,1610.7
705,0.31,Ideal,5,G,VS2,5,562,399.53,399.53
706,1.12,Premium,4,G,VVS1,7,8561,7963.96,7963.96
707,1.2,Premium,4,F,SI1,3,6250,6821,6821
708,0.72,Ideal,5,G,SI1,3,2385,2940.86,2940.86
709,2,Good,2,I,SI2,2,11400,12781.2,12781.2
710,1.23,Ideal,5,F,SI2,2,5894,6777.49,6777.49
711,0.5,Premium,4,D,VS2,5,1752,1839.9,1839.9
712,1,Premium,4,G,VS2,5,5242,6046.4,6046.4
713,1.02,Ideal,5,H,SI2,2,4207,5010.76,5010.76
714,0.33,Ideal,5,E,VVS2,6,917,1021.79,1021.79
715,0.56,Very Good,3,E,VS2,5,1770,2186.58,2186.58
716,0.26,Very Good,3,H,VVS2,6,565,116.68,116.68
717,1.37,Premium,4,J,SI2,2,5156,7797.21,7797.21
718,0.5,Ideal,5,E,SI2,2,1154,636,636
719,0.74,Ideal,5,H,SI2,2,2289,2655.12,2655.12
720,1.72,Ideal,5,G,SI2,2,10268,10899.86,10899.86
721,1.7,Very Good,3,E,SI2,2,12030,10415.4,10415.4
722,2.05,Fair,1,I,VS1,4,17408,13951.75,13951.75
723,1.52,Ideal,5,H,VS1,4,11154,10125.26,10125.26
724,0.41,Ideal,5,J,VS2,5,613,1240.83,1240.83
725,1.06,Premium,4,D,SI2,2,4903,5189.18,5189.18
726,1.5,Fair,1,E,SI2,2,6922,8416.6,8416.6
727,1.51,Good,2,J,VS2,5,7062,10020.83,10020.83
728,2.39,Premium,4,I,VS1,4,17642,17286.47,17286.47
729,1.53,Very Good,3,H,VS2,5,11557,10347.19,10347.19
730,0.5,Very Good,3,E,SI2,2,1154,319.8,319.8
731,0.72,Premium,4,F,SI1,3,2030,2782.76,2782.76
732,0.7,Fair,1,F,VS2,5,2762,3048.2,3048.2
733,1.03,Very Good,3,E,SI2,2,4668,4778.69,4778.69
734,0.82,Very Good,3,E,SI2,2,2975,3011.96,3011.96
735,0.41,Ideal,5,E,VVS1,7,1367,2148.83,2148.83
736,1.01,Good,2,E,VS1,4,6509,5360.33,5360.33
737,0.32,Good,2,E,SI1,3,524,-898.64,0
738,0.4,Premium,4,E,SI1,3,882,90.6,90.6
739,0.5,Ideal,5,F,SI2,2,1079,636,636
740,2,Very Good,3,J,VS1,4,13203,13847.3,13847.3
741,1.72,Premium,4,F,SI1,3,14892,11195.76,11195.76
742,0.71,Premium,4,H,SI1,3,2207,2698.63,2698.63
743,0.33,Ideal,5,G,VS1,4,666,113.79,113.79
744,0.53,Ideal,5,D,VS2,5,1783,2250.39,2250.39
745,0.38,Very Good,3,F,VS2,5,752,672.24,672.24
746,0.56,Ideal,5,H,VS1,4,1616,2048.78,2048.78
747,0.34,Ideal,5,F,VVS1,7,935,1559.92,1559.92
748,0.21,Premium,4,E,SI1,3,326,-1507.87,0
749,1.02,Fair,1,E,VS2,5,5350,5740.36,5740.36
750,0.53,Premium,4,G,VS2,5,1335,2092.29,2092.29
751,0.92,Premium,4,F,SI1,3,3967,4465.36,4465.36
752,0.35,Premium,4,E,VS1,4,921,123.95,123.95
753,0.63,Very Good,3,H,VVS2,6,1932,3229.49,3229.49
754,1.01,Very Good,3,H,SI1,3,4642,5064.43,5064.43
755,0.56,Premium,4,D,SI1,3,1865,1436.68,1436.68
756,1.15,Very Good,3,G,VS2,5,7175,7150.25,7150.25
757,0.33,Very Good,3,D,SI2,2,492,-1110.41,0
758,1,Fair,1,G,SI1,3,4295,4664.1,4664.1
759,0.71,Very Good,3,E,SI2,2,2375,2086.53,2086.53
760,0.71,Very Good,3,F,SI2,2,2147,2086.53,2086.53
761,0.56,Ideal,5,D,VS2,5,2066,2502.78,2502.78
762,0.35,Ideal,5,H,VVS1,7,1024,1644.05,1644.05
763,0.3,Very Good,3,G,VVS1,7,635,907.2,907.2
764,0.39,Very Good,3,E,SI2,2,650,-605.63,0
765,1.73,Very Good,3,G,VS2,5,16807,12029.79,12029.79
766,0.28,Ideal,5,E,VVS2,6,828,601.14,601.14
767,0.38,Ideal,5,J,SI1,3,525,80.44,80.44
768,0.7,Ideal,5,G,VS1,4,3206,3226.6,3226.6
769,0.3,Ideal,5,E,VS2,5,844,315.4,315.4
770,2.09,Very Good,3,F,SI2,2,18509,13696.47,13696.47
771,0.36,Ideal,5,E,VS2,5,1013,820.18,820.18
772,1.22,Premium,4,I,SI1,3,5368,6989.26,6989.26
773,0.54,Premium,4,F,VS2,5,1786,2176.42,2176.42
774,0.31,Ideal,5,F,VS2,5,591,399.53,399.53
775,1.21,Good,2,E,VS2,5,9176,7496.93,7496.93
776,1.55,Ideal,5,F,VS2,5,14185,10831.65,10831.65
777,0.26,Very Good,3,D,VS1,4,420,-791.32,0
778,1.22,Very Good,3,J,SI2,2,3443,6377.16,6377.16
779,0.43,Very Good,3,G,VS1,4,943,638.89,638.89
780,0.93,Ideal,5,H,SI1,3,3844,4707.59,4707.59
781,1.2,Ideal,5,H,SI1,3,6968,6979.1,6979.1
782,0.56,Ideal,5,F,VS1,4,1915,2048.78,2048.78
783,0.3,Premium,4,E,SI1,3,675,-750.7,0
784,0.32,Ideal,5,E,VS2,5,900,483.66,483.66
785,0.75,Premium,4,H,SI1,3,2331,3035.15,3035.15
786,0.72,Ideal,5,E,VS1,4,3283,3394.86,3394.86
787,0.7,Ideal,5,E,VS2,5,2952,3680.6,3680.6
788,0.51,Very Good,3,H,VS2,5,1414,1765.93,1765.93
789,0.69,Ideal,5,H,SI1,3,1822,2688.47,2688.47
790,0.3,Ideal,5,G,IF,8,1025,1677.4,1677.4
791,0.53,Ideal,5,F,VS1,4,1830,1796.39,1796.39
792,1.01,Good,2,D,SI1,3,5443,4906.33,4906.33
793,0.33,Ideal,5,D,VS1,4,839,113.79,113.79
794,1.5,Good,2,H,SI2,2,7714,8574.7,8574.7
795,0.3,Good,2,E,VVS2,6,814,295.1,295.1
796,1.51,Ideal,5,D,SI1,3,12738,9587.13,9587.13
797,0.67,Ideal,5,G,SI1,3,1662,2520.21,2520.21
798,0.35,Ideal,5,D,VS2,5,907,736.05,736.05
799,0.61,Ideal,5,G,SI1,3,1579,2015.43,2015.43
800,0.91,Fair,1,E,VVS2,6,5430,5268.93,5268.93
801,1,Premium,4,H,SI2,2,4032,4684.4,4684.4
802,1.5,Good,2,G,I1,1,4731,8120.7,8120.7
803,0.9,Very Good,3,G,VVS1,7,4601,5955,5955
804,0.34,Ideal,5,E,SI1,3,765,-256.08,0
805,1.02,Ideal,5,F,VS2,5,7026,6372.76,6372.76
806,1.5,Premium,4,F,VS2,5,14199,10252.9,10252.9
807,0.4,Very Good,3,F,VS2,5,867,840.5,840.5
808,1.51,Very Good,3,E,SI2,2,9513,8816.93,8816.93
809,1.01,Very Good,3,G,IF,8,8621,7334.43,7334.43
810,0.4,Very Good,3,G,SI1,3,702,-67.5,0
811,0.9,Ideal,5,H,VS1,4,5013,4909.2,4909.2
812,0.56,Ideal,5,E,SI1,3,1580,1594.78,1594.78
813,0.52,Ideal,5,H,VS2,5,1689,2166.26,2166.26
814,0.38,Ideal,5,E,VVS2,6,1027,1442.44,1442.44
815,0.42,Ideal,5,H,VS1,4,847,870.96,870.96
816,0.55,Ideal,5,E,VVS1,7,2609,3326.65,3326.65
817,0.7,Very Good,3,F,SI1,3,2382,2456.4,2456.4
818,0.24,Ideal,5,F,VVS1,7,678,718.62,718.62
819,0.8,Premium,4,J,SI2,2,2022,3001.8,3001.8
820,0.38,Ideal,5,D,VS1,4,1140,534.44,534.44
821,0.42,Ideal,5,D,VS1,4,1179,870.96,870.96
822,0.31,Ideal,5,D,VS1,4,713,-54.47,0
823,0.31,Ideal,5,I,SI2,2,372,-962.47,0
824,0.44,Very Good,3,F,VS1,4,1081,723.02,723.02
825,0.24,Ideal,5,I,VVS1,7,432,718.62,718.62
826,1.03,Premium,4,F,VS2,5,6307,6298.79,6298.79
827,1.52,Good,2,J,SI1,3,7022,9196.96,9196.96
828,0.51,Very Good,3,E,VVS2,6,2056,2219.93,2219.93
829,1.2,Ideal,5,G,VVS1,7,9784,8795.1,8795.1
830,0.39,Very Good,3,E,VS2,5,1065,756.37,756.37
831,0.29,Ideal,5,H,IF,8,607,1593.27,1593.27
832,0.7,Ideal,5,J,VS1,4,2107,3226.6,3226.6
833,0.52,Fair,1,E,VVS2,6,2079,1987.86,1987.86
834,0.93,Very Good,3,D,SI2,2,4214,3937.39,3937.39
835,0.41,Ideal,5,F,VVS1,7,1295,2148.83,2148.83
836,1.56,Good,2,F,SI2,2,9784,9079.48,9079.48
837,0.73,Very Good,3,I,VVS2,6,2565,4070.79,4070.79
838,1.06,Ideal,5,G,SI2,2,4238,5347.28,5347.28
839,1.1,Premium,4,E,SI2,2,4691,5525.7,5525.7
840,1.07,Ideal,5,I,VS2,5,4764,6793.41,6793.41
841,0.7,Good,2,I,I1,1,1111,1390.3,1390.3
842,0.38,Premium,4,G,SI1,3,855,-77.66,0
843,0.3,Ideal,5,D,VS2,5,778,315.4,315.4
844,1.22,Ideal,5,I,VS2,5,7430,8055.36,8055.36
845,2.43,Premium,4,J,VS2,5,18692,18076.99,18076.99
846,0.4,Very Good,3,F,SI2,2,579,-521.5,0
847,0.72,Premium,4,D,SI2,2,2429,2328.76,2328.76
848,0.34,Ideal,5,G,IF,8,974,2013.92,2013.92
849,1.09,Fair,1,F,SI2,2,3170,4967.27,4967.27
850,0.53,Ideal,5,E,VS2,5,1721,2250.39,2250.39
851,0.57,Good,2,G,VS2,5,1816,2112.61,2112.61
852,1.03,Premium,4,F,VS2,5,5330,6298.79,6298.79
853,2.14,Premium,4,I,VS2,5,17416,15637.22,15637.22
854,2,Ideal,5,G,SI1,3,13675,13709.5,13709.5
855,0.32,Premium,4,D,SI1,3,589,-582.44,0
