,carat,cut,cut_ord,color,clarity,clarity_ord,predicted_price,bid,pred_price_modified,bid_modified
1414,0.93,Good,2,G,SI1,3,4233.29,2963.303,4233.29,2963.303
1415,0.39,Very Good,3,I,VVS2,6,1210.37,847.259,1210.37,847.259
1416,1.01,Ideal,5,G,VVS2,6,6742.63,4719.841,6742.63,4719.841
1417,1.6,Premium,4,G,VS2,5,11094.2,7765.94,11094.2,7765.94
1418,0.32,Ideal,5,G,VVS1,7,1391.66,974.162,1391.66,974.162
1419,0.32,Good,2,D,SI2,2,-1352.64,-946.848,0,0
1420,1,Very Good,3,E,SI2,2,4526.3,3168.41,4526.3,3168.41
1421,0.57,Ideal,5,E,VS2,5,2586.91,1810.837,2586.91,1810.837
1422,1,Premium,4,H,SI1,3,5138.4,3596.88,5138.4,3596.88
1423,0.53,Ideal,5,G,VVS2,6,2704.39,1893.073,2704.39,1893.073
1424,1.56,Premium,4,H,VS1,4,10303.68,7212.576,10303.68,7212.576
1425,0.5,Premium,4,G,VS1,4,1385.9,970.13,1385.9,970.13
1426,1.06,Ideal,5,G,VS2,5,6709.28,4696.496,6709.28,4696.496
1427,0.33,Premium,4,H,VS1,4,-44.31,-31.017,0,0
1428,0.9,Very Good,3,G,VVS2,6,5501,3850.7,5501,3850.7
1429,1,Premium,4,F,SI1,3,5138.4,3596.88,5138.4,3596.88
1430,0.31,Ideal,5,I,VVS1,7,1307.53,915.271,1307.53,915.271
1431,1.24,Ideal,5,H,SI2,2,6861.62,4803.134,6861.62,4803.134
1432,1.01,Ideal,5,D,VS2,5,6288.63,4402.041,6288.63,4402.041
1433,1.02,Ideal,5,G,VS1,4,5918.76,4143.132,5918.76,4143.132
1434,1.01,Premium,4,E,SI1,3,5222.53,3655.771,5222.53,3655.771
1435,0.53,Very Good,3,F,SI2,2,572.19,400.533,572.19,400.533
1436,0.53,Ideal,5,D,VS2,5,2250.39,1575.273,2250.39,1575.273
1437,1.58,Premium,4,F,SI2,2,9563.94,6694.758,9563.94,6694.758
1438,1.04,Premium,4,D,VVS2,6,6836.92,4785.844,6836.92,4785.844
1439,0.32,Ideal,5,E,IF,8,1845.66,1291.962,1845.66,1291.962
1440,0.58,Premium,4,G,VS2,5,2512.94,1759.058,2512.94,1759.058
1441,1.2,Ideal,5,E,VVS1,7,8795.1,6156.57,8795.1,6156.57
1442,1.07,Premium,4,F,SI2,2,5273.31,3691.317,5273.31,3691.317
1443,1.06,Very Good,3,F,SI1,3,5485.08,3839.556,5485.08,3839.556
1444,0.53,Ideal,5,G,VS2,5,2250.39,1575.273,2250.39,1575.273
1445,0.33,Ideal,5,F,VVS2,6,1021.79,715.253,1021.79,715.253
1446,0.7,Very Good,3,E,SI1,3,2456.4,1719.48,2456.4,1719.48
1447,1.21,Premium,4,G,VS2,5,7813.13,5469.191,7813.13,5469.191
1448,0.3,Very Good,3,D,SI1,3,-908.8,-636.16,0,0
1449,0.52,Ideal,5,H,SI1,3,1258.26,880.782,1258.26,880.782
1450,1.16,Good,2,F,SI2,2,5714.28,3999.996,5714.28,3999.996
1451,0.73,Very Good,3,G,SI1,3,2708.79,1896.153,2708.79,1896.153
1452,2.02,Ideal,5,J,VS2,5,14785.76,10350.032,14785.76,10350.032
1453,0.37,Ideal,5,G,VS1,4,450.31,315.217,450.31,315.217
1454,1.01,Very Good,3,G,SI1,3,5064.43,3545.101,5064.43,3545.101
1455,0.52,Ideal,5,D,VS2,5,2166.26,1516.382,2166.26,1516.382
1456,0.7,Good,2,E,VS2,5,3206.3,2244.41,3206.3,2244.41
1457,0.4,Ideal,5,D,VVS1,7,2064.7,1445.29,2064.7,1445.29
1458,1,Good,2,E,VS2,5,5730.2,4011.14,5730.2,4011.14
1459,1.21,Ideal,5,E,SI1,3,7063.23,4944.261,7063.23,4944.261
1460,1.08,Ideal,5,F,VS2,5,6877.54,4814.278,6877.54,4814.278
1461,0.4,Ideal,5,F,VVS1,7,2064.7,1445.29,2064.7,1445.29
1462,0.9,Very Good,3,F,VS2,5,5047,3532.9,5047,3532.9
1463,0.41,Ideal,5,I,VVS2,6,1694.83,1186.381,1694.83,1186.381
1464,1,Very Good,3,J,SI2,2,4526.3,3168.41,4526.3,3168.41
1465,0.5,Very Good,3,E,SI1,3,773.8,541.66,773.8,541.66
1466,1.19,Ideal,5,G,VVS1,7,8710.97,6097.679,8710.97,6097.679
1467,0.5,Very Good,3,E,SI1,3,773.8,541.66,773.8,541.66
1468,0.3,Premium,4,D,VS2,5,157.3,110.11,157.3,110.11
1469,2.01,Good,2,F,SI2,2,12865.33,9005.731,12865.33,9005.731
1470,0.32,Ideal,5,E,VVS2,6,937.66,656.362,937.66,656.362
1471,0.43,Ideal,5,F,VVS1,7,2317.09,1621.963,2317.09,1621.963
1472,0.31,Ideal,5,D,SI1,3,-508.47,-355.929,0,0
1473,2.07,Premium,4,J,VS2,5,15048.31,10533.817,15048.31,10533.817
1474,1.03,Ideal,5,E,SI1,3,5548.89,3884.223,5548.89,3884.223
1475,0.7,Very Good,3,D,VS2,5,3364.4,2355.08,3364.4,2355.08
1476,2.02,Very Good,3,G,SI2,2,13107.56,9175.292,13107.56,9175.292
1477,0.57,Very Good,3,J,IF,8,3632.71,2542.897,3632.71,2542.897
1478,1.13,Ideal,5,H,SI1,3,6390.19,4473.133,6390.19,4473.133
1479,0.51,Very Good,3,G,VS2,5,1765.93,1236.151,1765.93,1236.151
1480,0.27,Ideal,5,I,IF,8,1425.01,997.507,1425.01,997.507
1481,1.5,Premium,4,D,VS2,5,10252.9,7177.03,10252.9,7177.03
1482,1.03,Very Good,3,D,SI2,2,4778.69,3345.083,4778.69,3345.083
1483,1.51,Very Good,3,I,SI2,2,8816.93,6171.851,8816.93,6171.851
1484,0.72,Ideal,5,H,VVS1,7,4756.86,3329.802,4756.86,3329.802
1485,1.71,Premium,4,I,VS2,5,12019.63,8413.741,12019.63,8413.741
1486,0.4,Very Good,3,D,VS2,5,840.5,588.35,840.5,588.35
1487,1.51,Very Good,3,F,VVS2,6,10632.93,7443.051,10632.93,7443.051
1488,0.5,Ideal,5,H,SI1,3,1090,763,1090,763
1489,1.14,Premium,4,F,SI1,3,6316.22,4421.354,6316.22,4421.354
1490,0.33,Ideal,5,E,VS2,5,567.79,397.453,567.79,397.453
1491,1.6,Premium,4,F,SI1,3,10186.2,7130.34,10186.2,7130.34
1492,0.3,Good,2,E,VS2,5,-158.9,-111.23,0,0
1493,0.73,Ideal,5,E,SI1,3,3024.99,2117.493,3024.99,2117.493
1494,0.59,Very Good,3,G,SI1,3,1530.97,1071.679,1530.97,1071.679
1495,0.47,Ideal,5,H,VS2,5,1745.61,1221.927,1745.61,1221.927
1496,0.4,Premium,4,G,VVS2,6,1452.6,1016.82,1452.6,1016.82
1497,0.3,Ideal,5,F,VS2,5,315.4,220.78,315.4,220.78
1498,1.01,Very Good,3,H,VVS2,6,6426.43,4498.501,6426.43,4498.501
1499,0.72,Very Good,3,E,SI1,3,2624.66,1837.262,2624.66,1837.262
1500,0.63,Ideal,5,E,VS1,4,2637.69,1846.383,2637.69,1846.383
1501,1.53,Ideal,5,F,VS1,4,10209.39,7146.573,10209.39,7146.573
1502,0.4,Good,2,F,VS2,5,682.4,477.68,682.4,477.68
1503,1.2,Fair,1,G,I1,1,5438.7,3807.09,5438.7,3807.09
1504,0.78,Ideal,5,F,SI1,3,3445.64,2411.948,3445.64,2411.948
1505,0.27,Premium,4,E,VS1,4,-549.09,-384.363,0,0
1506,0.92,Very Good,3,D,SI1,3,4307.26,3015.082,4307.26,3015.082
1507,0.34,Ideal,5,E,IF,8,2013.92,1409.744,2013.92,1409.744
1508,0.26,Very Good,3,F,VVS1,7,570.68,399.476,570.68,399.476
1509,1.05,Ideal,5,H,SI1,3,5717.15,4002.005,5717.15,4002.005
1510,0.4,Very Good,3,F,VVS1,7,1748.5,1223.95,1748.5,1223.95
1511,2.01,Very Good,3,I,VVS2,6,14839.43,10387.601,14839.43,10387.601
1512,1.05,Ideal,5,I,SI1,3,5717.15,4002.005,5717.15,4002.005
1513,0.3,Ideal,5,E,VVS1,7,1223.4,856.38,1223.4,856.38
1514,0.47,Very Good,3,F,VVS2,6,1883.41,1318.387,1883.41,1318.387
1515,1.02,Good,2,D,VS1,4,5444.46,3811.122,5444.46,3811.122
1516,1.59,Premium,4,G,SI1,3,10102.07,7071.449,10102.07,7071.449
1517,1,Very Good,3,E,SI2,2,4526.3,3168.41,4526.3,3168.41
1518,2.15,Ideal,5,I,SI2,2,14517.45,10162.215,14517.45,10162.215
1519,0.4,Very Good,3,E,SI1,3,-67.5,-47.25,0,0
1520,1.01,Premium,4,E,VS1,4,5676.53,3973.571,5676.53,3973.571
1521,1.6,Ideal,5,G,SI1,3,10344.3,7241.01,10344.3,7241.01
1522,2.01,Ideal,5,G,SI1,3,13793.63,9655.541,13793.63,9655.541
1523,0.3,Ideal,5,E,VS2,5,315.4,220.78,315.4,220.78
1524,0.42,Ideal,5,D,VVS2,6,1778.96,1245.272,1778.96,1245.272
1525,0.4,Very Good,3,F,VVS1,7,1748.5,1223.95,1748.5,1223.95
1526,0.76,Very Good,3,H,VS2,5,3869.18,2708.426,3869.18,2708.426
1527,0.41,Ideal,5,F,VS2,5,1240.83,868.581,1240.83,868.581
1528,0.56,Ideal,5,H,VVS1,7,3410.78,2387.546,3410.78,2387.546
1529,0.7,Good,2,F,SI1,3,2298.3,1608.81,2298.3,1608.81
1530,2.29,Premium,4,G,SI2,2,15537.17,10876.019,15537.17,10876.019
1531,1.05,Fair,1,I,VS1,4,5538.75,3877.125,5538.75,3877.125
1532,1.52,Very Good,3,H,VVS2,6,10717.06,7501.942,10717.06,7501.942
1533,0.4,Very Good,3,H,VVS1,7,1748.5,1223.95,1748.5,1223.95
1534,1.2,Premium,4,G,SI2,2,6367,4456.9,6367,4456.9
1535,0.26,Ideal,5,I,VS2,5,-21.12,-14.784,0,0
1536,1.74,Ideal,5,F,SI1,3,11522.12,8065.484,11522.12,8065.484
1537,0.71,Fair,1,D,VS2,5,3132.33,2192.631,3132.33,2192.631
1538,1.22,Ideal,5,H,SI2,2,6693.36,4685.352,6693.36,4685.352
1539,0.41,Premium,4,E,VS1,4,628.73,440.111,628.73,440.111
1540,0.31,Fair,1,G,VS1,4,-686.87,-480.809,0,0
1541,1.01,Good,2,E,SI1,3,4906.33,3434.431,4906.33,3434.431
1542,1.02,Very Good,3,E,SI1,3,5148.56,3603.992,5148.56,3603.992
1543,1.23,Premium,4,I,SI2,2,6619.39,4633.573,6619.39,4633.573
1544,0.63,Good,2,F,VS1,4,2163.39,1514.373,2163.39,1514.373
1545,0.75,Ideal,5,E,SI2,2,2739.25,1917.475,2739.25,1917.475
1546,0.43,Very Good,3,G,VVS1,7,2000.89,1400.623,2000.89,1400.623
1547,1.24,Ideal,5,H,SI1,3,7315.62,5120.934,7315.62,5120.934
1548,0.5,Premium,4,G,VS1,4,1385.9,970.13,1385.9,970.13
1549,1.01,Ideal,5,D,VVS2,6,6742.63,4719.841,6742.63,4719.841
1550,0.31,Premium,4,E,SI2,2,-1120.57,-784.399,0,0
1551,0.7,Very Good,3,E,VS2,5,3364.4,2355.08,3364.4,2355.08
1552,0.38,Premium,4,I,SI2,2,-531.66,-372.162,0,0
1553,2.29,Premium,4,G,SI2,2,15537.17,10876.019,15537.17,10876.019
1554,0.85,Fair,1,I,SI1,3,3402.15,2381.505,3402.15,2381.505
1555,0.32,Ideal,5,E,VS1,4,29.66,20.762,29.66,20.762
1556,1.01,Very Good,3,G,VS2,5,5972.43,4180.701,5972.43,4180.701
1557,0.31,Ideal,5,G,VVS2,6,853.53,597.471,853.53,597.471
1558,0.52,Premium,4,E,VS2,5,2008.16,1405.712,2008.16,1405.712
1559,0.4,Ideal,5,D,VVS2,6,1610.7,1127.49,1610.7,1127.49
1560,0.7,Very Good,3,H,VS2,5,3364.4,2355.08,3364.4,2355.08
1561,1.31,Premium,4,D,VVS1,7,9562.43,6693.701,9562.43,6693.701
1562,0.5,Premium,4,G,VVS2,6,2293.9,1605.73,2293.9,1605.73
1563,1.5,Premium,4,H,VS2,5,10252.9,7177.03,10252.9,7177.03
1564,0.7,Premium,4,F,SI1,3,2614.5,1830.15,2614.5,1830.15
1565,0.31,Very Good,3,I,VVS1,7,991.33,693.931,991.33,693.931
1566,1,Good,2,G,SI1,3,4822.2,3375.54,4822.2,3375.54
1567,0.41,Premium,4,E,VS1,4,628.73,440.111,628.73,440.111
1568,1.04,Premium,4,G,SI2,2,5020.92,3514.644,5020.92,3514.644
1569,0.32,Very Good,3,H,SI2,2,-1194.54,-836.178,0,0
1570,0.78,Very Good,3,I,SI1,3,3129.44,2190.608,3129.44,2190.608
1571,1.01,Very Good,3,D,VS2,5,5972.43,4180.701,5972.43,4180.701
1572,0.9,Good,2,F,SI2,2,3526.9,2468.83,3526.9,2468.83
1573,0.9,Premium,4,G,VS2,5,5205.1,3643.57,5205.1,3643.57
1574,1.71,Very Good,3,F,SI1,3,10953.53,7667.471,10953.53,7667.471
1575,0.41,Ideal,5,F,IF,8,2602.83,1821.981,2602.83,1821.981
1576,1,Ideal,5,H,SI2,2,4842.5,3389.75,4842.5,3389.75
1577,0.56,Ideal,5,G,VVS2,6,2956.78,2069.746,2956.78,2069.746
1578,0.43,Premium,4,G,VS1,4,796.99,557.893,796.99,557.893
1579,0.95,Ideal,5,G,VS2,5,5783.85,4048.695,5783.85,4048.695
1580,0.83,Ideal,5,I,SI2,2,3412.29,2388.603,3412.29,2388.603
1581,0.51,Ideal,5,D,VS2,5,2082.13,1457.491,2082.13,1457.491
1582,0.7,Fair,1,D,SI2,2,1686.2,1180.34,1686.2,1180.34
1583,0.41,Premium,4,F,VS1,4,628.73,440.111,628.73,440.111
1584,0.32,Ideal,5,G,IF,8,1845.66,1291.962,1845.66,1291.962
1585,0.7,Very Good,3,G,VS2,5,3364.4,2355.08,3364.4,2355.08
1586,0.7,Premium,4,D,SI1,3,2614.5,1830.15,2614.5,1830.15
1587,0.53,Ideal,5,H,VS1,4,1796.39,1257.473,1796.39,1257.473
1588,0.9,Good,2,E,SI1,3,3980.9,2786.63,3980.9,2786.63
1589,0.72,Premium,4,F,SI1,3,2782.76,1947.932,2782.76,1947.932
1590,0.3,Very Good,3,D,SI2,2,-1362.8,-953.96,0,0
1591,1,Premium,4,E,VS2,5,6046.4,4232.48,6046.4,4232.48
1592,1.57,Very Good,3,J,VS2,5,10683.71,7478.597,10683.71,7478.597
1593,0.51,Ideal,5,D,VS2,5,2082.13,1457.491,2082.13,1457.491
1594,1.3,Fair,1,H,I1,1,6280,4396,6280,4396
1595,1.07,Ideal,5,E,VVS2,6,7247.41,5073.187,7247.41,5073.187
1596,1.55,Ideal,5,J,VS2,5,10831.65,7582.155,10831.65,7582.155
1597,0.9,Premium,4,H,I1,1,3389.1,2372.37,3389.1,2372.37
1598,0.72,Premium,4,D,SI2,2,2328.76,1630.132,2328.76,1630.132
1599,1,Premium,4,E,SI2,2,4684.4,3279.08,4684.4,3279.08
1600,0.55,Ideal,5,F,SI1,3,1510.65,1057.455,1510.65,1057.455
1601,1.36,Good,2,G,SI1,3,7850.88,5495.616,7850.88,5495.616
1602,0.26,Premium,4,H,VVS2,6,274.78,192.346,274.78,192.346
1603,1.08,Ideal,5,H,SI2,2,5515.54,3860.878,5515.54,3860.878
1604,0.79,Ideal,5,G,SI1,3,3529.77,2470.839,3529.77,2470.839
1605,0.9,Very Good,3,J,VS2,5,5047,3532.9,5047,3532.9
1606,0.9,Very Good,3,E,SI1,3,4139,2897.3,4139,2897.3
1607,1.13,Fair,1,F,VS1,4,6211.79,4348.253,6211.79,4348.253
1608,1,Good,2,H,SI2,2,4368.2,3057.74,4368.2,3057.74
1609,1.51,Ideal,5,G,VVS2,6,10949.13,7664.391,10949.13,7664.391
1610,1.2,Ideal,5,F,VS1,4,7433.1,5203.17,7433.1,5203.17
1611,1.01,Very Good,3,F,SI1,3,5064.43,3545.101,5064.43,3545.101
1612,1.03,Ideal,5,I,SI2,2,5094.89,3566.423,5094.89,3566.423
1613,0.9,Ideal,5,F,SI1,3,4455.2,3118.64,4455.2,3118.64
1614,0.38,Premium,4,D,VVS2,6,1284.34,899.038,1284.34,899.038
1615,0.84,Ideal,5,J,SI1,3,3950.42,2765.294,3950.42,2765.294
1616,0.39,Ideal,5,F,VVS1,7,1980.57,1386.399,1980.57,1386.399
1617,0.33,Ideal,5,G,VVS2,6,1021.79,715.253,1021.79,715.253
1618,0.7,Ideal,5,E,VS2,5,3680.6,2576.42,3680.6,2576.42
1619,0.75,Ideal,5,H,SI1,3,3193.25,2235.275,3193.25,2235.275
1620,0.42,Ideal,5,G,VS2,5,1324.96,927.472,1324.96,927.472
1621,1.03,Ideal,5,F,VVS2,6,6910.89,4837.623,6910.89,4837.623
1622,0.81,Premium,4,I,VVS2,6,4901.93,3431.351,4901.93,3431.351
1623,0.31,Ideal,5,G,VVS1,7,1307.53,915.271,1307.53,915.271
1624,1.15,Very Good,3,E,SI2,2,5788.25,4051.775,5788.25,4051.775
1625,0.29,Very Good,3,E,VS1,4,-538.93,-377.251,0,0
1626,1,Good,2,J,VS2,5,5730.2,4011.14,5730.2,4011.14
1627,0.9,Very Good,3,H,SI2,2,3685,2579.5,3685,2579.5
1628,0.55,Ideal,5,D,VS2,5,2418.65,1693.055,2418.65,1693.055
1629,2.11,Ideal,5,D,SI2,2,14180.93,9926.651,14180.93,9926.651
1630,1,Very Good,3,G,VVS2,6,6342.3,4439.61,6342.3,4439.61
1631,0.37,Good,2,E,VS2,5,430.01,301.007,430.01,301.007
1632,0.5,Ideal,5,D,VS2,5,1998,1398.6,1998,1398.6
1633,0.3,Ideal,5,I,VS1,4,-138.6,-97.02,0,0
1634,0.7,Very Good,3,F,SI1,3,2456.4,1719.48,2456.4,1719.48
1635,0.9,Premium,4,E,SI1,3,4297.1,3007.97,4297.1,3007.97
1636,0.41,Ideal,5,I,VS2,5,1240.83,868.581,1240.83,868.581
1637,0.33,Premium,4,G,VVS2,6,863.69,604.583,863.69,604.583
1638,0.68,Premium,4,D,SI1,3,2446.24,1712.368,2446.24,1712.368
1639,0.73,Very Good,3,G,SI2,2,2254.79,1578.353,2254.79,1578.353
1640,0.52,Ideal,5,E,SI1,3,1258.26,880.782,1258.26,880.782
1641,0.47,Fair,1,E,SI1,3,205.21,143.647,205.21,143.647
1642,0.71,Good,2,H,SI1,3,2382.43,1667.701,2382.43,1667.701
1643,0.7,Very Good,3,I,VS2,5,3364.4,2355.08,3364.4,2355.08
1644,0.94,Very Good,3,D,SI1,3,4475.52,3132.864,4475.52,3132.864
1645,0.41,Premium,4,G,SI1,3,174.73,122.311,174.73,122.311
1646,0.41,Premium,4,E,SI1,3,174.73,122.311,174.73,122.311
1647,0.34,Ideal,5,H,VS1,4,197.92,138.544,197.92,138.544
1648,0.75,Very Good,3,E,SI1,3,2877.05,2013.935,2877.05,2013.935
1649,2.01,Premium,4,I,SI2,2,13181.53,9227.071,13181.53,9227.071
1650,1,Ideal,5,G,VVS2,6,6658.5,4660.95,6658.5,4660.95
1651,1.21,Very Good,3,H,VS1,4,7201.03,5040.721,7201.03,5040.721
1652,0.74,Very Good,3,D,SI2,2,2338.92,1637.244,2338.92,1637.244
1653,0.42,Good,2,F,SI1,3,-57.34,-40.138,0,0
1654,0.51,Ideal,5,D,VVS2,6,2536.13,1775.291,2536.13,1775.291
1655,1.57,Very Good,3,H,VS2,5,10683.71,7478.597,10683.71,7478.597
1656,1,Premium,4,F,SI1,3,5138.4,3596.88,5138.4,3596.88
1657,0.7,Ideal,5,G,VS1,4,3226.6,2258.62,3226.6,2258.62
1658,0.92,Ideal,5,E,SI1,3,4623.46,3236.422,4623.46,3236.422
1659,0.41,Ideal,5,G,VS1,4,786.83,550.781,786.83,550.781
1660,0.65,Very Good,3,H,VVS1,7,3851.75,2696.225,3851.75,2696.225
1661,0.3,Premium,4,J,VS1,4,-296.7,-207.69,0,0
1662,0.94,Ideal,5,D,SI2,2,4337.72,3036.404,4337.72,3036.404
1663,0.32,Good,2,G,VS2,5,9.36,6.552,9.36,6.552
1664,1.2,Ideal,5,I,SI1,3,6979.1,4885.37,6979.1,4885.37
1665,1,Ideal,5,G,VVS2,6,6658.5,4660.95,6658.5,4660.95
1666,1.01,Premium,4,G,VS2,5,6130.53,4291.371,6130.53,4291.371
1667,0.37,Ideal,5,F,VVS1,7,1812.31,1268.617,1812.31,1268.617
1668,1.55,Good,2,J,VS1,4,9903.35,6932.345,9903.35,6932.345
1669,0.52,Good,2,E,SI1,3,783.96,548.772,783.96,548.772
1670,0.51,Ideal,5,G,VS1,4,1628.13,1139.691,1628.13,1139.691
1671,0.5,Good,2,E,SI1,3,615.7,430.99,615.7,430.99
1672,1.21,Very Good,3,D,SI2,2,6293.03,4405.121,6293.03,4405.121
1673,1.01,Premium,4,E,SI2,2,4768.53,3337.971,4768.53,3337.971
1674,1.12,Ideal,5,F,VVS2,6,7668.06,5367.642,7668.06,5367.642
1675,1.26,Ideal,5,H,SI1,3,7483.88,5238.716,7483.88,5238.716
1676,0.72,Ideal,5,F,SI2,2,2486.86,1740.802,2486.86,1740.802
1677,1.03,Ideal,5,G,SI1,3,5548.89,3884.223,5548.89,3884.223
1678,0.32,Ideal,5,F,IF,8,1845.66,1291.962,1845.66,1291.962
1679,0.3,Premium,4,G,VVS2,6,611.3,427.91,611.3,427.91
1680,0.72,Good,2,F,VS2,5,3374.56,2362.192,3374.56,2362.192
1681,0.76,Premium,4,E,SI2,2,2665.28,1865.696,2665.28,1865.696
1682,1.02,Premium,4,H,VS2,5,6214.66,4350.262,6214.66,4350.262
1683,1.7,Premium,4,I,VS2,5,11935.5,8354.85,11935.5,8354.85
1684,0.41,Ideal,5,I,VS1,4,786.83,550.781,786.83,550.781
1685,2.09,Very Good,3,F,SI2,2,13696.47,9587.529,13696.47,9587.529
1686,1.08,Ideal,5,G,IF,8,8239.54,5767.678,8239.54,5767.678
1687,1.06,Premium,4,H,VS2,5,6551.18,4585.826,6551.18,4585.826
1688,1.26,Very Good,3,I,VS1,4,7621.68,5335.176,7621.68,5335.176
1689,0.8,Very Good,3,J,VS1,4,3751.7,2626.19,3751.7,2626.19
1690,1,Very Good,3,E,VS2,5,5888.3,4121.81,5888.3,4121.81
1691,0.3,Ideal,5,H,VS2,5,315.4,220.78,315.4,220.78
1692,0.42,Very Good,3,E,SI1,3,100.76,70.532,100.76,70.532
1693,0.93,Ideal,5,D,SI2,2,4253.59,2977.513,4253.59,2977.513
1694,0.3,Good,2,I,VVS1,7,749.1,524.37,749.1,524.37
1695,0.3,Ideal,5,G,IF,8,1677.4,1174.18,1677.4,1174.18
1696,0.43,Very Good,3,G,VS1,4,638.89,447.223,638.89,447.223
1697,0.71,Good,2,I,VVS2,6,3744.43,2621.101,3744.43,2621.101
1698,0.41,Good,2,E,VVS2,6,1220.53,854.371,1220.53,854.371
1699,0.95,Premium,4,G,SI2,2,4263.75,2984.625,4263.75,2984.625
1700,2,Very Good,3,G,SI2,2,12939.3,9057.51,12939.3,9057.51
1701,1.05,Very Good,3,G,VS2,5,6308.95,4416.265,6308.95,4416.265
1702,0.34,Very Good,3,I,SI1,3,-572.28,-400.596,0,0
1703,2,Premium,4,J,I1,1,12643.4,8850.38,12643.4,8850.38
1704,1.04,Very Good,3,F,VS2,5,6224.82,4357.374,6224.82,4357.374
1705,0.52,Ideal,5,G,SI1,3,1258.26,880.782,1258.26,880.782
1706,2.07,Very Good,3,H,SI2,2,13528.21,9469.747,13528.21,9469.747
1707,0.91,Fair,1,H,SI2,2,3452.93,2417.051,3452.93,2417.051
1708,0.5,Ideal,5,H,SI1,3,1090,763,1090,763
1709,1.51,Premium,4,E,SI2,2,8975.03,6282.521,8975.03,6282.521
1710,0.3,Good,2,F,VVS1,7,749.1,524.37,749.1,524.37
1711,0.55,Ideal,5,G,VS2,5,2418.65,1693.055,2418.65,1693.055
1712,1.2,Premium,4,E,VVS2,6,8183,5728.1,8183,5728.1
1713,1.01,Premium,4,H,VS2,5,6130.53,4291.371,6130.53,4291.371
1714,0.51,Ideal,5,G,VVS2,6,2536.13,1775.291,2536.13,1775.291
1715,0.53,Ideal,5,I,VS1,4,1796.39,1257.473,1796.39,1257.473
1716,1.2,Ideal,5,E,VVS1,7,8795.1,6156.57,8795.1,6156.57
1717,0.71,Very Good,3,H,VVS2,6,3902.53,2731.771,3902.53,2731.771
1718,0.32,Very Good,3,G,VVS1,7,1075.46,752.822,1075.46,752.822
1719,2.13,Ideal,5,I,SI2,2,14349.19,10044.433,14349.19,10044.433
1720,1.1,Ideal,5,G,VS1,4,6591.8,4614.26,6591.8,4614.26
1721,0.7,Ideal,5,H,VVS2,6,4134.6,2894.22,4134.6,2894.22
1722,0.3,Premium,4,D,SI1,3,-750.7,-525.49,0,0
1723,0.48,Very Good,3,E,SI1,3,605.54,423.878,605.54,423.878
1724,0.3,Ideal,5,D,SI1,3,-592.6,-414.82,0,0
1725,0.32,Ideal,5,F,VS2,5,483.66,338.562,483.66,338.562
1726,0.71,Ideal,5,D,VS1,4,3310.73,2317.511,3310.73,2317.511
1727,1.25,Ideal,5,F,VS1,4,7853.75,5497.625,7853.75,5497.625
1728,0.51,Ideal,5,I,VVS2,6,2536.13,1775.291,2536.13,1775.291
1729,0.73,Very Good,3,H,VS1,4,3162.79,2213.953,3162.79,2213.953
1730,0.41,Good,2,G,VVS1,7,1674.53,1172.171,1674.53,1172.171
1731,1.23,Ideal,5,F,VVS2,6,8593.49,6015.443,8593.49,6015.443
1732,0.55,Ideal,5,I,VVS1,7,3326.65,2328.655,3326.65,2328.655
1733,0.58,Very Good,3,D,SI1,3,1446.84,1012.788,1446.84,1012.788
1734,0.97,Premium,4,D,SI1,3,4886.01,3420.207,4886.01,3420.207
1735,0.33,Ideal,5,E,VS2,5,567.79,397.453,567.79,397.453
1736,0.33,Ideal,5,G,VVS2,6,1021.79,715.253,1021.79,715.253
1737,0.41,Ideal,5,J,VS1,4,786.83,550.781,786.83,550.781
1738,0.27,Ideal,5,F,VVS1,7,971.01,679.707,971.01,679.707
1739,0.3,Very Good,3,G,SI1,3,-908.8,-636.16,0,0
1740,0.52,Ideal,5,E,VVS2,6,2620.26,1834.182,2620.26,1834.182
1741,0.42,Ideal,5,E,VVS1,7,2232.96,1563.072,2232.96,1563.072
1742,1.01,Good,2,E,SI2,2,4452.33,3116.631,4452.33,3116.631
1743,0.39,Ideal,5,G,VVS1,7,1980.57,1386.399,1980.57,1386.399
1744,0.43,Very Good,3,E,SI1,3,184.89,129.423,184.89,129.423
1745,0.72,Ideal,5,F,VVS2,6,4302.86,3012.002,4302.86,3012.002
1746,0.23,Very Good,3,H,VVS1,7,318.29,222.803,318.29,222.803
1747,0.79,Very Good,3,D,VS1,4,3667.57,2567.299,3667.57,2567.299
1748,0.35,Ideal,5,G,IF,8,2098.05,1468.635,2098.05,1468.635
1749,0.24,Very Good,3,J,VVS2,6,-51.58,-36.106,0,0
1750,0.68,Very Good,3,F,VVS2,6,3650.14,2555.098,3650.14,2555.098
1751,1.02,Very Good,3,E,VS1,4,5602.56,3921.792,5602.56,3921.792
1752,0.71,Ideal,5,F,SI2,2,2402.73,1681.911,2402.73,1681.911
1753,0.76,Premium,4,I,VVS1,7,4935.28,3454.696,4935.28,3454.696
1754,0.41,Ideal,5,G,VVS2,6,1694.83,1186.381,1694.83,1186.381
1755,0.7,Very Good,3,G,SI2,2,2002.4,1401.68,2002.4,1401.68
1756,2.41,Premium,4,H,SI2,2,16546.73,11582.711,16546.73,11582.711
1757,0.61,Good,2,H,VVS2,6,2903.13,2032.191,2903.13,2032.191
